A,B
3.149741735488002625e+00,7.310421862033281037e+00
3.565809748142530378e+00,7.158766906178211542e+00
3.925105463946098716e+00,7.011788730000973580e+00
4.233773790551586202e+00,6.872304679328969712e+00
4.497626879429324376e+00,6.742313907171624265e+00
4.722095582203554187e+00,6.623207008381729821e+00
4.912206724821372106e+00,6.515921254456688239e+00
5.072578177784903275e+00,6.421054896995017636e+00
5.207425849705915155e+00,6.338951234894781628e+00
5.320578388224801891e+00,6.269760640870924995e+00
5.415496613489414024e+00,6.213486656017501275e+00
5.495295617742222305e+00,6.170020602649331387e+00
5.562768116232932769e+00,6.139167893948549448e+00
5.620408094004494259e+00,6.120668271354666068e+00
5.670434111739511174e+00,6.114211511990388814e+00
5.714811851764599382e+00,6.119449659574491385e+00
5.755275632545588493e+00,6.136006493336194190e+00
5.793348718624649507e+00,6.163484720204967182e+00
5.830362318782681186e+00,6.201471224689267814e+00
5.867473209373339493e+00,6.249540614667671079e+00
5.905679949902772563e+00,6.307257242314676660e+00
5.945837679143963328e+00,6.374175845031627041e+00
5.988671495732729610e+00,6.449840932831956586e+00
6.034788439442651864e+00,6.533785040305889247e+00
6.084688099528975158e+00,6.625525959355281991e+00
6.138771885511605575e+00,6.724563071161840710e+00
6.197351004076629089e+00,6.830372901205189251e+00
6.260653193789485371e+00,6.942404029151541422e+00
6.328828277325690976e+00,7.060071496081308240e+00
6.401952599201252703e+00,7.182750865018489250e+00
6.480032425782976446e+00,7.309772107316764078e+00
6.563006393936355209e+00,7.440413507311119723e+00
6.650747105273831394e+00,7.573895800723714267e+00
6.743061974818819415e+00,7.709376788279289627e+00
6.839693456164866348e+00,7.845946694099726670e+00
6.940318779958352557e+00,7.982624567478042721e+00
7.044549358710321840e+00,8.118356054772643660e+00
7.151930028316553667e+00,8.252012892962785173e+00
7.261938314781176906e+00,8.382394494733329537e+00
7.373983932776392081e+00,8.508232003002756727e+00
7.487408739799028545e+00,8.628195186164063557e+00
7.601487384435531958e+00,8.740902519131811488e+00
7.715428897905160177e+00,8.844934744590609910e+00
7.828379482573705417e+00,8.938852128906367156e+00
7.939426747206971946e+00,9.021215514123790413e+00
8.047605623898654414e+00,9.090611119020680420e+00
8.151906173410857548e+00,9.145678858383400112e+00
8.251283441908110916e+00,9.185143733795209542e+00
8.344669471096821667e+00,9.207849608582451495e+00
8.430987484845385183e+00,9.212794426003837245e+00
8.509168178961230566e+00,9.199165679896683656e+00
8.578167929054774987e+00,9.166374721750850441e+00
8.636988608324383421e+00,9.114088311717805979e+00
8.684698578663725854e+00,9.042255718805330744e+00
8.720454292677885633e+00,8.951129671448807557e+00
8.743521830554977115e+00,8.841279573054020346e+00
8.753297604804881615e+00,8.713595639014044991e+00
8.749327408225797242e+00,8.569282981747109673e+00
8.731322965577929196e+00,8.409845154467635808e+00
8.699175184466898969e+00,8.237057234333608591e+00
8.652963389453569576e+00,8.052929139926753521e+00
8.592959964500888503e+00,7.859660485780822547e+00
8.519630016628882530e+00,7.659588822785632800e+00
8.433625897244557024e+00,7.455133545174751575e+00
8.335776662037575946e+00,7.248738019294790114e+00
8.227072797763296919e+00,7.042812578730941908e+00
8.108646775860060885e+00,6.839680926337761591e+00
7.981750190907830778e+00,6.641532198663710140e+00
7.847728391683419069e+00,6.450380513376829050e+00
7.707993603852759890e+00,6.268033281144615998e+00
7.563997571581945856e+00,6.096068973496313603e+00
7.417204711773382364e+00,5.935824451868865204e+00
7.269066685782930470e+00,5.788391428950435014e+00
7.120999160099680481e+00,5.654621189411419557e+00
6.974361363030854299e+00,5.535136367186215267e+00
6.830438863446390840e+00,5.430348370186897533e+00
6.690429814120441243e+00,5.340478957067027466e+00
6.555434728415099777e+00,5.265584490375960769e+00
6.426449704611186142e+00,5.205581495231334621e+00
6.304362883673200635e+00,5.160272318300184402e+00
6.189953827135899367e+00,5.129369884143352820e+00
6.083895432836644801e+00,5.112520762914090966e+00
5.986757965844389240e+00,5.109325976973632777e+00
5.899014766957313860e+00,5.119359170759977928e+00
5.821049207337580356e+00,5.142181939410388480e+00
5.753162480544861346e+00,5.177356252539116355e+00
5.695581857744286935e+00,5.224454018964459046e+00
5.648469073866303702e+00,5.283063917371578100e+00
5.611928558216830787e+00,5.352795669921222022e+00
5.586015269387269555e+00,5.433281964701011546e+00
5.570741938918644109e+00,5.524178243122308984e+00
5.566085569339010775e+00,5.625160564357444493e+00
5.571993068840853880e+00,5.735921744892189977e+00
5.588385936445987134e+00,5.856165951027988648e+00
5.615163937904187108e+00,5.985601899031935069e+00
5.652207734016961638e+00,6.123934794469034770e+00
5.699380440062168596e+00,6.270857121528999656e+00
5.756528108208851968e+00,6.426038377022083026e+00
5.823479135090175340e+00,6.589113834066031572e+00
5.900042604987761230e+00,6.759672419052686898e+00
5.986005586394253619e+00,6.937243793891836319e+00
6.081129407144011623e+00,7.121284755325346438e+00
6.185144941962144927e+00,7.311165095742867770e+00
6.297746957340216944e+00,7.506153116726082430e+00
6.418587573278803582e+00,7.705401048562029231e+00
6.547268920807126413e+00,7.907930706822574152e+00
6.683335099408671098e+00,8.112619810737051296e+00
6.826263570541509118e+00,8.318189496379629233e+00
6.975456163125320685e+00,8.523193678075404733e+00
7.130229914620328735e+00,8.726011039354208521e+00
7.289808027093716447e+00,8.924840563192656617e+00
7.453311280703610819e+00,9.117701630089838361e+00
7.619750315642233929e+00,9.302439808168562863e+00
7.788019264894867177e+00,9.476739514785309737e+00
7.956891289883911256e+00,9.638144723442458428e+00
8.125016633239766861e+00,9.784088799894224309e+00
8.290923849905212251e+00,9.911934353023973188e+00
8.453024900217087634e+00,1.001902365681852913e+01
8.609624775877231073e+00,1.010273972245017760e+01
8.758936270534526614e+00,1.016057746711597787e+01
8.899100390192671739e+00,1.019022364743439901e+01
9.028212715916843933e+00,1.018964332932827688e+01
9.144355777257986873e+00,1.015716970807076791e+01
9.245637170339264799e+00,1.009159315310835758e+01
9.330232768616173900e+00,9.992244538615000948e+00
9.396433945616056604e+00,9.859067355649722586e+00
9.442697286619424091e+00,9.692672911686283754e+00
9.467694849126109702e+00,9.494373218513576518e+00
9.470362686064856206e+00,9.266187021724512363e+00
9.449945119630822177e+00,9.010815844975443412e+00
9.406032192165284300e+00,8.731588843152449542e+00
9.338587857264000647e+00,8.432377530620017936e+00
9.247966824599602731e+00,8.117483850274588519e+00
9.134918527167101843e+00,7.791507304816584600e+00
9.000577404932050385e+00,7.459198703924976748e+00
8.846439534831343821e+00,7.125309248563324260e+00
8.674326506204542042e+00,6.794444017046831874e+00
8.486338257288771558e+00,6.470928389836212880e+00
8.284797270543515779e+00,6.158694626756918922e+00
8.072187006164856626e+00,5.861193875642483953e+00
7.851087693112619448e+00,5.581336604014528469e+00
7.624112584202810794e+00,5.321462092212422057e+00
7.393847535003772009e+00,5.083335474390408670e+00
7.162796328942436119e+00,4.868169070931366527e+00
6.933333603141329071e+00,4.676663547459708248e+00
6.707666597573166634e+00,4.509063799312486687e+00
6.487806317747098817e+00,4.365224356468972999e+00
6.275548121619285880e+00,4.244679437263435773e+00
6.072461253183701224e+00,4.146713424401956338e+00
5.879886470305526913e+00,4.070428362684125112e+00
5.698940659543386467e+00,4.014805966043605068e+00
5.530527190193408771e+00,3.978762478112858325e+00
5.375350718985353993e+00,3.961195490531706387e+00
5.233935196139989365e+00,3.961022449797594547e+00
5.106643921505749972e+00,3.977211063386437040e+00
4.993700635693818946e+00,4.008802153505296673e+00
4.895210787474966629e+00,4.054925717839715560e+00
4.811182280511441256e+00,4.114811062579630807e+00
4.741545158718260211e+00,4.187791897104465200e+00
4.686169832556880799e+00,4.273307244104724845e+00
4.644883573711664937e+00,4.370898942957046174e+00
4.617485110636202705e+00,4.480206423686863282e+00
4.603757241941268674e+00,4.600959316091465467e+00
4.603477449356287998e+00,4.732968342520010196e+00
4.616426538672659952e+00,4.876114829614119017e+00
4.642395367766805947e+00,5.030339068017836368e+00
4.681189737791909167e+00,5.195627652072185576e+00
4.732633529219937074e+00,5.371999845124600270e+00
4.796570160810403216e+00,5.559492940965921726e+00
4.872862438825954712e+00,5.758146528445112544e+00
4.961390847787870761e+00,5.967985514940906455e+00
5.062050314503174775e+00,6.189001725848483737e+00
5.174745455637705938e+00,6.421133872886715110e+00
5.299384297362607299e+00,6.664245675938673230e+00
5.435870435220214070e+00,6.918101934354764282e+00
5.584093585133668824e+00,7.182342378336397992e+00
5.743918464453941830e+00,7.456453194556119435e+00
5.915171937464159591e+00,7.739736219168857012e+00
6.097628365634629510e+00,8.031275933556983659e+00
6.290993122426865369e+00,8.329904592051189383e+00
6.494884269389297415e+00,8.634166065168784598e+00
6.708812448967246489e+00,8.942279304420127417e+00
6.932159134512534848e+00,9.252102730782445050e+00
7.164153494139525513e+00,9.561101319097019768e+00
7.403848276635274672e+00,9.866318687658900188e+00
7.650095317737637401e+00,1.016435708722386622e+01
7.901521494686260638e+00,1.045136878151683746e+01
8.156506223369317965e+00,1.072306286627811467e+01
8.413161887660198346e+00,1.097473200533796245e+01
8.669318899427974401e+00,1.120130376275635342e+01
8.922517385760812658e+00,1.139742104728088989e+01
9.170007751912820027e+00,1.155755550981484170e+01
9.408762527703022016e+00,1.167615639640644076e+01
9.635501914573364246e+00,1.174783523541182184e+01
9.846735246657210894e+00,1.176758376967486797e+01
1.003882009895897731e+01,1.173101878538486531e+01
1.020803996760156629e+01,1.163464314907090014e+01
1.035070028574850021e+01,1.147610784646972526e+01
1.046324104182062342e+01,1.125445572531454630e+01
1.054236251017001536e+01,1.097032474229698096e+01
1.058515873338271263e+01,1.062608762693859532e+01
1.058925162273830090e+01,1.022590672661566558e+01
1.055291713312603719e+01,9.775687812605651672e+00
1.047519420107399846e+01,9.282924737005409099e+00
1.035596725466713863e+01,8.756437342514153954e+00
1.019601426345183981e+01,8.206016630489942898e+00
9.997014500155650296e+00,7.642002131689007882e+00
9.761513263308986055e+00,7.074824831425070570e+00
9.492844420120594151e+00,6.514553319121136887e+00
9.195015310020648869e+00,5.970480205695936071e+00
8.872561799588178033e+00,5.450780363599314171e+00
8.530383655989291825e+00,4.962263211173548960e+00
8.173571611507718160e+00,4.510229788258305561e+00
7.807237429182777078e+00,4.098433724162489078e+00
7.436357058680748366e+00,3.729135167284014063e+00
7.065634869541074892e+00,3.403229572129532254e+00
6.699394339799920495e+00,3.120429457727418310e+00
6.341497851592670543e+00,2.879476713271148292e+00
5.995295737760518051e+00,2.678365082282244014e+00
5.663602672212690869e+00,2.514556201725896223e+00
5.348698025164011050e+00,2.385177085118482587e+00
5.052345931159457848e+00,2.287191447961304469e+00
4.775830482839642954e+00,2.217541245655757276e+00
4.520001559121254786e+00,2.173257941024564488e+00
4.285327197311585401e+00,2.151545260195353304e+00
4.071949003599962147e+00,2.149836595746486445e+00
3.879737762814614577e+00,2.165830919290915535e+00
3.708347078462244539e+00,2.197511245718159145e+00
3.557263495187835911e+00,2.243149515573255481e+00
3.425852097226377957e+00,2.301301372319600080e+00
3.313397024735700303e+00,2.370793816355802441e+00
3.219136703897710561e+00,2.450708194133490281e+00
3.142293852921288710e+00,2.540360477489827407e+00
3.082100515378142447e+00,2.639280333023151126e+00
3.037818497142643182e+00,2.747190086520114871e+00
3.008755656080390306e+00,2.863984355643475865e+00
2.994278526036699084e+00,2.989710851864531449e+00
2.993821758619482409e+00,3.124552633324122919e+00
3.006894846089946505e+00,3.268811915922916089e+00
3.033086553073243596e+00,3.422895412233147194e+00
3.072067438989233956e+00,3.587301058940567167e+00
3.123590800984367366e+00,3.762605906312648685e+00
3.187492311517195365e+00,3.949454871297560565e+00
3.263688567495231840e+00,4.148549993748125608e+00
3.352174710120521262e+00,4.360639778167838543e+00
3.453021216925252990e+00,4.586508147254184209e+00
3.566369909958146067e+00,4.826962475044102696e+00
3.692429166466741908e+00,5.082820104069252665e+00
3.831468260226992939e+00,5.354892680873561517e+00
3.983810702291649797e+00,5.643967566843546280e+00
4.149826388746839179e+00,5.950785497224448939e+00
4.329922299594600510e+00,6.276013572947952035e+00
4.524531426929935485e+00,6.620212582488600894e+00
4.734099542485801670e+00,6.983797572810353849e+00
4.959069345518257066e+00,7.366990532553711724e+00
5.199861464221802621e+00,7.769764035972939631e+00
5.456851721396915877e+00,8.191774749536795852e+00
5.730344024210904053e+00,8.632285860954322487e+00
6.020538207885246074e+00,9.090077800508723271e+00
6.327492167147593882e+00,9.563347147538916460e+00
6.651077665186726051e+00,1.004959442406323511e+01
6.990929341074377135e+00,1.054550265674856746e+01
7.346386672641796345e+00,1.104681022569387672e+01
7.716429027947004471e+00,1.154818369336521400e+01
8.099604494488826134e+00,1.204309906903821314e+01
8.493953951943764125e+00,1.252374329961756061e+01
8.896932886711143240e+00,1.298095156312162324e+01
9.305334754352191595e+00,1.340419988336474155e+01
9.715221267253447479e+00,1.378167615434423610e+01
1.012186675596252705e+01,1.410045503641171294e+01
1.051972558400744617e+01,1.434680221940484124e+01
1.090243324754718657e+01,1.450662982624841391e+01
1.126285290541730966e+01,1.456611574501961925e+01
1.159317918937754044e+01,1.451248417388359968e+01
1.188510968782814636e+01,1.433492218518744465e+01
1.213009093756407708e+01,1.402557868866677815e+01
1.231963971267434665e+01,1.358056096990011774e+01
1.244573183839692376e+01,1.300081565200154010e+01
1.250124021975738486e+01,1.229276323450873321e+01
1.248039252123252041e+01,1.146855673784753549e+01
1.237920894289402263e+01,1.054586201460381467e+01
1.219587425006500148e+01,9.547111626411236784e+00
1.193099798769962483e+01,8.498259990522173624e+00
1.158772418798188042e+01,7.427150937950609766e+00
1.117166686297875344e+01,6.361680648578031061e+00
1.069066824153868112e+01,5.327980007780491967e+00
1.015439941816286229e+01,4.348838429734999345e+00
9.573843319320076262e+00,3.442545535117260691e+00
8.960713540899794438e+00,2.622249665993587442e+00
8.326867153409173383e+00,1.895843364999425074e+00
7.683764774568198064e+00,1.266307170755010203e+00
7.042019014186879033e+00,7.323901967512997935e-01
6.411056132443320621e+00,2.894851602319452599e-01
5.798899035222182974e+00,-6.943640903999115377e-02
5.212065490795965594e+00,-3.529354490480458018e-01
4.655565396811564227e+00,-5.703337547429665477e-01
4.132975481656111505e+00,-7.310949522237594200e-01
3.646568438268124268e+00,-8.443651601338286738e-01
3.197475078427928885e+00,-9.186611220907578979e-01
2.785861458376060362e+00,-9.616829516975952119e-01
2.411107017368694816e+00,-9.802248329912025548e-01
2.071973832332704824e+00,-9.801578034221474223e-01
1.766760668757219488e+00,-9.664620736209798002e-01
1.493438394519399637e+00,-9.432906772322547928e-01
1.249765487344234094e+00,-9.140506108184929257e-01
1.033383877527961348e+00,-8.814914881736947150e-01
8.418963409577957524e-01,-8.477948849861481895e-01
6.729272183634014137e-01,-8.146599729387616895e-01
5.241684992331850923e-01,-7.833828208968112161e-01
3.934133672201854393e-01,-7.549279957559983378e-01
2.785792309225670338e-01,-7.299919490742062811e-01
1.777221129228896968e-01,-7.090582342915476843e-01
8.904407820144595587e-02,-6.924449482893501040e-01
1.089517555236634017e-02,-6.803449945487759498e-01
-5.822884145774788467e-02,-6.728598699232624103e-01
-1.196919443042993442e-01,-6.700277160040654101e-01
-1.747255214742759466e-01,-6.718463721054620530e-01
-2.244376065373945572e-01,-6.782921357362962089e-01
-2.698230594572847418e-01,-6.893348888154281484e-01
-3.117742423930990880e-01,-7.049501912058980801e-01
-3.510918372743789817e-01,-7.251288824550470302e-01
-3.884955417924457755e-01,-7.498846714153799553e-01
-4.246344547547392101e-01,-7.792601340484147654e-01
-4.600970226841067934e-01,-8.133314837444510781e-01
-4.954204687901412330e-01,-8.522124268987910645e-01
-5.310996646010062161e-01,-8.960573698014282495e-01
-5.675954351210483750e-01,-9.450642013204656466e-01
-6.053423117409900689e-01,-9.994768393343255175e-01
-6.447557645003235693e-01,-1.059587697148233643e+00
-6.862389577651145656e-01,-1.125740198827680061e+00
-7.301890818713711040e-01,-1.198331448999526039e+00
-7.770033185841865864e-01,-1.277815142631522072e+00
-8.270845009889201682e-01,-1.364704782956270179e+00
-8.808465291856552026e-01,-1.459577260344984362e+00
-9.387196023015881297e-01,-1.563076830778443060e+00
-1.001155325149273523e+00,-1.675919518739264369e+00
-1.068631744508272696e+00,-1.798897954878605043e+00
-1.141658365545305864e+00,-1.932886642554560996e+00
-1.220781193246231355e+00,-2.078847627953051891e+00
-1.306587836716913475e+00,-2.237836524359359647e+00
-1.399712705481158004e+00,-2.411008810254674728e+00
-1.500842315958509587e+00,-2.599626280789320898e+00
-1.610720712441590763e+00,-2.805063479733157283e+00
-1.730154989170747504e+00,-3.028813870332564662e+00
-1.860020877286929331e+00,-3.272495413726712599e+00
-2.001268330930907613e+00,-3.537855106577691977e+00
-2.154927008495586271e+00,-3.826771877739689742e+00
-2.322111495419996618e+00,-4.141257047749619780e+00
-2.504026050652958801e+00,-4.483451303248553899e+00
-2.701968575912518489e+00,-4.855616817498069615e+00
-2.917333400071073779e+00,-5.260122742051922096e+00
-3.151612334269158655e+00,-5.699421785567335696e+00
-3.406393279398976404e+00,-6.176014964869138701e+00
-3.683355447945992456e+00,-6.692400842819417939e+00
-3.984259987433334871e+00,-7.251004643913660175e+00
-4.310934453081367579e+00,-7.854081559111124378e+00
-4.665249163684343614e+00,-8.503587334217021620e+00
-5.049082980737611415e+00,-9.201007935587417919e+00
-5.464275476222591799e+00,-9.947138817459189042e+00
-5.912561810346251612e+00,-1.074180328530060002e+01
-6.395485957841686719e+00,-1.158349900852751979e+01
-6.914287262910270293e+00,-1.246896243410410321e+01
-7.469754780029653318e+00,-1.339264351189267011e+01
-8.062043653215955175e+00,-1.434608892563297999e+01
-8.690448180457657656e+00,-1.531724247306889453e+01
-9.353127609718780988e+00,-1.628968823568568780e+01
-1.004678367231547220e+01,-1.724188772422992599e+01
-1.076629407750691669e+01,-1.814649787368369260e+01
-1.150431445712459499e+01,-1.896990275802907178e+01
-1.225087328721504321e+01,-1.967214527503490373e+01
-1.299300048599702961e+01,-2.020749746108786482e+01
-1.371445018350611278e+01,-2.052594313989971653e+01
-1.439559947914547244e+01,-2.057583811331973322e+01
-1.501362334256289799e+01,-2.030792654988473345e+01
-1.554305366329508153e+01,-1.968069268501630731e+01
-1.595681756546720464e+01,-1.866669658547936450e+01
-1.622780546746842134e+01,-1.725910754415489379e+01
-1.633093567513707001e+01,-1.547720567563309935e+01
-1.624556267518667241e+01,-1.336934674611110907e+01
-1.595794108227911678e+01,-1.101199084110597504e+01
-1.546334605816180208e+01,-8.504033332681727231e+00
-1.476741478561379495e+01,-5.956802929178062200e+00
-1.388635359997022078e+01,-3.481388627608925201e+00
-1.284585710273409198e+01,-1.175908239570555125e+00
-1.167886221641773759e+01,8.845320193882484361e-01
-1.042252279283713889e+01,2.653241962495537454e+00
-9.114946317303871837e+00,4.112186783472544072e+00
-7.792233007226229802e+00,5.267946945054292840e+00
-6.486215011998177182e+00,6.145156678364600111e+00
-5.223077842961899364e+00,6.779311327078511695e+00
-4.022838925957858081e+00,7.210390171126790371e+00
-2.899516016249393147e+00,7.478062792177577300e+00
-1.861758135406695880e+00,7.618635060468914588e+00
-9.137188158191348331e-01,7.663497055363548860e+00
-5.599722870086643045e-02,7.638669509103088728e+00
7.134694450795291409e-01,7.565041534726257844e+00
1.398626654044202056e+00,7.458970760461838267e+00
2.004661064685965499e+00,7.333017572399823436e+00
2.537496715457351115e+00,7.196674940761429440e+00
3.003414537987759036e+00,7.057022155346049708e+00
3.408775299723588059e+00,6.919274555878915045e+00
3.759825225339120891e+00,6.787226796125779060e+00
4.062565382417786530e+00,6.663600006325618885e+00
4.322668844808569943e+00,6.550308214211695734e+00
4.545432781748882434e+00,6.448660001638526040e+00
4.735755503737847150e+00,6.359509844184918492e+00
4.898130937782553929e+00,6.283371228277155218e+00
5.036654966832013969e+00,6.220501180653917217e+00
5.155039588214203938e+00,6.170963621310193048e+00
5.256631991523803116e+00,6.134677092742824911e+00
5.344436501645705384e+00,6.111450941902391243e+00
5.421137945671373970e+00,6.101012900139549444e+00
5.489125441118191340e+00,6.103030164174961136e+00
5.550515913423867964e+00,6.117125468718960235e+00
5.607176868953377635e+00,6.142889205351117710e+00
5.660748102593151643e+00,6.179888337753670413e+00
5.712662126109203875e+00,6.227672654521342110e+00
5.764163178950417965e+00,6.285778759948120964e+00
5.816324737050187821e+00,6.353732109836677466e+00
5.870065474328836963e+00,6.431047338582686734e+00
5.926163660754221851e+00,6.517227085085265159e+00
5.985270003187325827e+00,6.611759501323667187e+00
6.047918953000960052e+00,6.714114614102758338e+00
6.114538519111139436e+00,6.823739704671473838e+00
6.185458637667172965e+00,6.940053871059084223e+00
6.260918161006364002e+00,7.062441943264260225e+00
6.341070539232153358e+00,7.190247931569293094e+00
6.425988278465867509e+00,7.322768203170438639e+00
6.515666270936324445e+00,7.459244601985910883e+00
6.610024104041283266e+00,7.598857750767598951e+00
6.708907468713914746e+00,7.740720803068732003e+00
6.812088802149396827e+00,7.883873944367280728e+00
6.919267316371184862e+00,8.027279975339670415e+00
7.030068582268033772e+00,8.169821343897227806e+00
7.144043858430952909e+00,8.310299023365107729e+00
7.260669374924368036e+00,8.447433658509410748e+00
7.379345803282872041e+00,8.579869414578242370e+00
7.499398164412409251e+00,8.706180961920612305e+00
7.620076444163229823e+00,8.824884004287152806e+00
7.740557200175621766e+00,8.934449706517009204e+00
7.859946450809760066e+00,9.033323291092644425e+00
7.977284134838048324e+00,9.119946947988099240e+00
8.091550416153053149e+00,9.192787035065146384e+00
8.201674078044263183e+00,9.250365336440102837e+00
8.306543203883848037e+00,9.291293897015323822e+00
8.405018273196995793e+00,9.314312670828323704e+00
8.495947712960129294e+00,9.318328922691474503e+00
8.578185833933263282e+00,9.302457026338700530e+00
8.650612953173807185e+00,9.266057033010907773e+00
8.712157361157517599e+00,9.208770171317569364e+00
8.761818642173523131e+00,9.130549313347847473e+00
8.798691709290956453e+00,9.031682432878618272e+00
8.821990781649722280e+00,8.912807212990919936e+00
8.831072424783842578e+00,8.774915246233797816e+00
8.825456706928838102e+00,8.619344710315976599e+00
8.804845507267552662e+00,8.447760978840401336e+00
8.769137054424836819e+00,8.262125304672018444e+00
8.718435879449554449e+00,8.064652441883465528e+00
8.653057535692944668e+00,7.857758787989499005e+00
8.573527660922600546e+00,7.644003263837651829e+00
8.480575221214106563e+00,7.426023640403135673e+00
8.375120063133008941e+00,7.206471318752475597e+00
8.258255188694954896e+00,6.987947640485416834e+00
8.131224433874001178e+00,6.772944644583901663e+00
7.995396454944991405e+00,6.563792811996345122e+00
7.852236090650126954e+00,6.362617793443156700e+00
7.703274260929429573e+00,6.171307457357385395e+00
7.550077580572224889e+00,5.991489890223569148e+00
7.394218811537359493e+00,5.824522296643630526e+00
7.237249160047986685e+00,5.671490138142369020e+00
7.080673257857425185e+00,5.533215360176098940e+00
6.925927468089292383e+00,5.410272210413647365e+00
6.774361942321728058e+00,5.303008954634747418e+00
6.627226643553029817e+00,5.211573740493987472e+00
6.485661353247125227e+00,5.135942923252697412e+00
6.350689510247682357e+00,5.075950323692623556e+00
6.223215591592176743e+00,5.031316106559785339e+00
6.104025643088937692e+00,5.001674219004850208e+00
5.993790500680528766e+00,4.986597587404636656e+00
5.893071209352939377e+00,4.985620517859975287e+00
5.802326140203643234e+00,4.998257966632191795e+00
5.721919322846497735e+00,5.024021533452044608e+00
5.652129543907052245e+00,5.062432179446195057e+00
5.593159807460966526e+00,5.113029782549314284e+00
5.545146804969800947e+00,5.175379719518118371e+00
5.508170096424632511e+00,5.249076709489655101e+00
5.482260757731134859e+00,5.333746174695404463e+00
5.467409299427561820e+00,5.429043374910413000e+00
5.463572706975846849e+00,5.534650558704372614e+00
5.470680492148699336e+00,5.650272351306509400e+00
5.488639678064480165e+00,5.775629570037866145e+00
5.517338667261818763e+00,5.910451627332078850e+00
5.556649963268844417e+00,6.054467651331670197e+00
5.606431732075127350e+00,6.207396427421167928e+00
5.666528201609731141e+00,6.368935242999445023e+00
5.736768905748702352e+00,6.538747704220641666e+00
5.816966785595896638e+00,6.716450589126145232e+00
5.906915165948921853e+00,6.901599808269025083e+00
6.006383630180931910e+00,7.093675563302745068e+00
6.115112823493113581e+00,7.292066827764590364e+00
6.232808223920261348e+00,7.496055324070663772e+00
6.359132933935301324e+00,7.704799238022924435e+00
6.493699564344063369e+00,7.917316998015237139e+00
6.636061307711180746e+00,8.132471551070105775e+00
6.785702332047073071e+00,8.348955691252664124e+00
6.942027667967631821e+00,8.565279135758068207e+00
7.104352814746675904e+00,8.779758195760530626e+00
7.271893352848061376e+00,8.990509045810673783e+00
7.443754922144322883e+00,9.195445746483365212e+00
7.618924004578227382e+00,9.392284305234891661e+00
7.796260034643894166e+00,9.578554150554362323e+00
7.974489446234940715e+00,9.751618420438424195e+00
8.152202343655289951e+00,9.908704400050137195e+00
8.327852549294775031e+00,1.004694525499843394e+01
8.499761819865140566e+00,1.016343386654315140e+01
8.666129024532942537e+00,1.025528905876165986e+01
8.825045027955814803e+00,1.031973380163779908e+01
8.974513905324013052e+00,1.035418408206851382e+01
9.112480922998463129e+00,1.035634608556864222e+01
9.236867439255480150e+00,1.032431818451420469e+01
9.345612513781352604e+00,1.025669307791146245e+01
9.436720570194363944e+00,1.015265439958705507e+01
9.508313953133633589e+00,1.001206135769789363e+01
9.558688693590060126e+00,9.835514648381311176e+00
9.586371289069184343e+00,9.624397144671473114e+00
9.590173874629412509e+00,9.380883798505971427e+00
9.569244867017069112e+00,9.107916834746129453e+00
9.523112063789975323e+00,8.809144590397579577e+00
9.451715316450735926e+00,8.488825081589022048e+00
9.355426292964564183e+00,8.151698290558424986e+00
9.235053492723949375e+00,7.802833915409284948e+00
9.091831534992483199e+00,7.447463563347933579e+00
8.927394737828027615e+00,7.090807786934636425e+00
8.743736042738689207e+00,6.737908760375589168e+00
8.543153314502379914e+00,6.393478711658908686e+00
8.328185854218032702e+00,6.061772566574909149e+00
8.101544525453720169e+00,5.746490861355465718e+00
7.866039159043895168e+00,5.450716173748435089e+00
7.624506860514348894e+00,5.176883471014070537e+00
7.379744521564321147e+00,4.926782209438197668e+00
7.134448290351708799e+00,4.701585994201992413e+00
6.891162060736736983e+00,4.501904262482308461e+00
6.652236280911294486e+00,4.327849815520961485e+00
6.419797634372261363e+00,4.179116030592364694e+00
6.195729473994271430e+00,4.055058099253280979e+00
5.981662336520172651e+00,3.954773500415222021e+00
5.778973452909677455e+00,3.877177961208570167e+00
5.588793903739566638e+00,3.821074242481750538e+00
5.412021937613785028e+00,3.785212100546634595e+00
5.249340953907069895e+00,3.768338651858395671e+00
5.101240723702202828e+00,3.769239067101285645e+00
4.968040558042111421e+00,3.786768038109496803e+00
4.849913306048850181e+00,3.819872807365968459e+00
4.746909256180561698e+00,3.867608749386543643e+00
4.658979205501159626e+00,3.929148575127573650e+00
4.585996142463801384e+00,4.003786224003673233e+00
4.527775150617788569e+00,4.090936439833349425e+00
4.484091279539344832e+00,4.190130919457624614e+00
4.454695243531173077e+00,4.301011793571241526e+00
4.439326898535179922e+00,4.423323061595607619e+00
4.437726514841222603e+00,4.556900465378467047e+00
4.449643909894946958e+00,4.701660156087694276e+00
4.474845534514221512e+00,4.857586388388463128e+00
4.513119619901646118e+00,5.024718367619183113e+00
4.564279494673399995e+00,5.203136279831182875e+00
4.628165173189178638e+00,5.392946451203338043e+00
4.704643300990595023e+00,5.594265512221784142e+00
4.793605522113713491e+00,5.807203382962696558e+00
4.894965308198611531e+00,6.031844849055135960e+00
5.008653262284264329e+00,6.268229464292224051e+00
5.134610882485060479e+00,6.516329497136313265e+00
5.272782743950186202e+00,6.776025637355036935e+00
5.423107033290671453e+00,7.047080199859220073e+00
5.585504349947526315e+00,7.329107611100573294e+00
5.759864676062830924e+00,7.621542046342074883e+00
5.946032413090755142e+00,7.923602212576901671e+00
